Employment_Type,Education_Level,Income,Credit_Score,Existing_Debt,Marital_Status,Loan_Purpose,Loan_status
Employed,Secondary,324537,434,75103,Divorced,House,No
Business Owner,Secondary,481506,719,33819,Divorced,Car,Yes
Self-Employed,Degree,322042,339,82529,Divorced,Business,Yes
Unemployed,Masters,494887,551,102315,Married,School,Yes
Employed,Secondary,187494,556,70643,Single,Medical,Yes
Employed,Degree,232669,462,199712,Married,Business,Yes
Self-Employed,Secondary,328246,547,90864,Divorced,Car,Yes
Business Owner,Masters,81492,665,140031,Married,Business,No
Unemployed,Masters,441161,521,18181,Divorced,Car,Yes
Self-Employed,Degree,164558,839,136056,Single,Car,Yes
Unemployed,Degree,352034,535,72275,Single,House,Yes
Employed,Masters,411132,818,22822,Married,Medical,Yes
Employed,Diploma,80501,716,157126,Divorced,Car,Yes
Unemployed,Secondary,491702,766,102505,Married,Car,Yes
Unemployed,Secondary,428670,616,161600,Single,House,No
Business Owner,Masters,312820,666,151560,Single,School,No
Self-Employed,Diploma,351960,575,76521,Married,Medical,Yes
Unemployed,Secondary,455280,462,15085,Single,School,No
Self-Employed,Masters,418034,706,77678,Single,House,Yes
Unemployed,Masters,255047,318,105116,Divorced,House,No
Self-Employed,Secondary,78555,348,127132,Divorced,Car,No
Business Owner,Secondary,452878,537,151877,Single,Medical,No
Employed,Secondary,219868,562,1826,Single,Business,Yes
Employed,Masters,341601,508,84243,Divorced,Business,Yes
Self-Employed,Masters,110896,503,156829,Single,Car,No
Self-Employed,Secondary,471914,404,98643,Divorced,Business,No
Unemployed,Diploma,370843,747,158481,Married,Business,No
Employed,Masters,77980,455,177281,Married,Business,Yes
Self-Employed,Diploma,234102,658,43869,Single,Medical,Yes
Employed,Masters,196958,782,74747,Divorced,Car,Yes
Business Owner,Degree,140991,446,51012,Divorced,House,Yes
Unemployed,Degree,240339,517,176315,Divorced,Car,Yes
Employed,Masters,108163,789,123992,Divorced,Medical,Yes
Employed,Diploma,270085,386,74298,Single,Business,No
Unemployed,Masters,262699,332,48485,Married,School,Yes
Employed,Masters,85953,719,22898,Married,Car,Yes
Business Owner,Secondary,352473,322,148824,Married,Medical,No
Self-Employed,Secondary,137514,789,160227,Married,School,No
Employed,Secondary,392966,847,34702,Divorced,Business,Yes
Employed,Degree,105722,672,29985,Married,Medical,Yes
Unemployed,Secondary,199414,758,5380,Divorced,Car,Yes
Self-Employed,Diploma,301551,566,23702,Single,Business,Yes
Business Owner,Diploma,149853,808,166710,Divorced,Medical,No
Employed,Degree,301096,579,111765,Married,Business,Yes
Business Owner,Secondary,90687,709,145537,Single,Medical,No
Employed,Degree,430780,805,8426,Married,School,Yes
Self-Employed,Degree,128183,499,148688,Divorced,Medical,Yes
Self-Employed,Degree,286539,525,35096,Divorced,Medical,Yes
Business Owner,Secondary,223647,574,100860,Single,Car,Yes
Employed,Secondary,499428,545,79402,Single,Business,Yes
Self-Employed,Diploma,61061,751,196316,Divorced,House,No
Unemployed,Degree,36018,606,99280,Married,House,Yes
Business Owner,Secondary,231335,649,183048,Married,School,No
Self-Employed,Masters,379436,382,156150,Married,House,No
Self-Employed,Diploma,163101,715,199913,Single,Medical,No
Unemployed,Masters,186124,823,20695,Single,School,Yes
Self-Employed,Diploma,386912,375,10288,Divorced,Car,No
Employed,Secondary,167165,538,116389,Married,School,Yes
Business Owner,Secondary,293255,680,19170,Single,Business,Yes
Self-Employed,Masters,456394,799,110104,Married,House,Yes
Unemployed,Degree,113043,745,45098,Single,House,Yes
Employed,Masters,227840,498,8355,Single,Business,Yes
Employed,Degree,307322,775,109278,Divorced,Car,Yes
Employed,Degree,447387,516,82137,Married,Medical,Yes
Employed,Degree,373283,587,98110,Single,House,Yes
Employed,Secondary,87127,821,36758,Married,House,Yes
Employed,Diploma,159648,378,187717,Single,Medical,No
Self-Employed,Degree,246798,742,143399,Married,School,Yes
Unemployed,Diploma,297043,447,128041,Married,Business,No
Self-Employed,Secondary,381434,506,85135,Single,Business,Yes
Employed,Diploma,186060,648,14943,Single,Car,Yes
Business Owner,Secondary,176584,700,111420,Single,Medical,Yes
Unemployed,Secondary,71450,428,61030,Divorced,House,No
Self-Employed,Masters,168408,590,171812,Single,Medical,No
Self-Employed,Diploma,247667,521,41683,Single,Car,Yes
Self-Employed,Masters,185044,310,196725,Married,Medical,No
Unemployed,Masters,159570,381,5927,Single,School,No
Self-Employed,Diploma,269046,801,89439,Single,Medical,Yes
Self-Employed,Masters,297858,370,58284,Divorced,Car,No
Business Owner,Masters,204219,844,179196,Married,School,No
Unemployed,Diploma,340941,746,180858,Divorced,House,No
Employed,Degree,471672,747,137711,Divorced,School,Yes
Business Owner,Diploma,150563,367,137561,Divorced,House,No
Business Owner,Diploma,71295,365,70726,Married,School,Yes
Business Owner,Degree,75085,532,68196,Married,Car,Yes
Employed,Degree,487668,467,720,Single,School,Yes
Business Owner,Secondary,125437,550,115647,Divorced,House,Yes
Unemployed,Diploma,187904,727,2608,Single,Business,Yes
Business Owner,Degree,70536,544,89906,Married,Business,Yes
Self-Employed,Masters,475160,415,20555,Divorced,Car,No
Employed,Degree,445114,509,65808,Divorced,School,Yes
Employed,Degree,167433,407,143538,Single,Business,Yes
Self-Employed,Secondary,331559,370,158868,Divorced,Car,No
Unemployed,Masters,426434,420,117721,Divorced,Business,No
Business Owner,Masters,286307,476,142115,Married,Business,No
Unemployed,Diploma,183372,396,50875,Single,Medical,No
Unemployed,Degree,180068,338,190887,Single,House,Yes
Employed,Diploma,440982,677,138981,Married,School,Yes
Business Owner,Diploma,197274,559,170020,Divorced,Business,No
Business Owner,Diploma,201057,483,19665,Married,School,Yes
Unemployed,Masters,291292,828,144605,Divorced,School,No
Unemployed,Diploma,342410,457,143919,Divorced,Car,No
Business Owner,Masters,196747,683,162252,Single,Business,No
Business Owner,Secondary,332579,839,14259,Divorced,Medical,Yes
Business Owner,Diploma,93869,543,144537,Single,Car,No
Unemployed,Degree,314841,680,184440,Divorced,Medical,Yes
Employed,Diploma,154277,692,81754,Married,Car,Yes
Business Owner,Masters,153531,489,16596,Married,House,Yes
Self-Employed,Diploma,320163,490,186505,Married,School,No
Unemployed,Degree,289570,559,167442,Single,School,Yes
Self-Employed,Secondary,280457,600,161904,Divorced,School,No
Business Owner,Diploma,121797,567,86455,Single,Medical,Yes
Self-Employed,Secondary,188656,466,71592,Single,Medical,No
Self-Employed,Secondary,400133,771,106317,Married,Car,Yes
Self-Employed,Masters,400258,847,51535,Divorced,Car,Yes
Business Owner,Secondary,463902,729,162710,Divorced,School,No
Self-Employed,Diploma,263590,771,130361,Single,School,No
Business Owner,Secondary,226447,612,195121,Single,School,No
Self-Employed,Degree,393731,440,49329,Divorced,Medical,Yes
Self-Employed,Diploma,368890,590,32714,Divorced,Medical,Yes
Employed,Secondary,135536,829,185158,Single,School,Yes
Unemployed,Diploma,482114,368,39639,Single,House,No
Employed,Diploma,92611,489,81761,Married,House,Yes
Unemployed,Secondary,312586,742,74694,Married,School,Yes
Self-Employed,Secondary,485678,457,6118,Married,Medical,Yes
Employed,Secondary,109494,326,9548,Divorced,House,No
Business Owner,Secondary,196199,591,79737,Single,House,Yes
Business Owner,Diploma,487678,841,83915,Married,Business,Yes
Unemployed,Secondary,446749,645,82326,Married,Car,Yes
Self-Employed,Degree,443378,586,29409,Married,House,Yes
Self-Employed,Secondary,455368,590,72825,Single,Car,Yes
Self-Employed,Masters,490437,303,28463,Married,House,Yes
Unemployed,Masters,199098,620,184655,Divorced,Medical,No
Business Owner,Secondary,172297,602,86377,Divorced,Car,Yes
Unemployed,Masters,460673,561,129614,Single,School,No
Self-Employed,Secondary,152063,346,94196,Married,Car,Yes
Business Owner,Diploma,398356,536,63265,Married,Business,Yes
Employed,Diploma,220683,516,45211,Single,Business,Yes
Employed,Diploma,413646,789,136239,Divorced,Car,Yes
Business Owner,Secondary,224283,432,10938,Divorced,School,No
Business Owner,Degree,483134,368,8070,Divorced,Car,Yes
Self-Employed,Degree,478905,708,79070,Married,Business,Yes
Business Owner,Diploma,268179,530,75418,Married,Car,Yes
Employed,Degree,423193,454,44588,Divorced,Business,Yes
Business Owner,Masters,53849,727,188253,Divorced,Business,No
Employed,Diploma,455019,471,181848,Divorced,Business,Yes
Employed,Diploma,335347,370,114802,Single,Medical,No
Unemployed,Masters,237368,390,127160,Single,Business,No
Employed,Secondary,203971,604,191728,Married,House,Yes
Unemployed,Diploma,46568,346,151822,Single,Car,No
Employed,Masters,491417,825,112115,Single,Medical,Yes
Business Owner,Diploma,325736,835,128384,Divorced,House,No
Employed,Degree,380659,641,168446,Married,Business,Yes
Business Owner,Masters,389533,724,11732,Married,School,Yes
Business Owner,Degree,98490,578,60543,Single,School,Yes
Business Owner,Secondary,174694,378,58776,Married,School,Yes
Employed,Masters,337073,844,112684,Married,Medical,Yes
Unemployed,Masters,277427,532,67372,Single,Medical,Yes
Business Owner,Degree,269830,756,196520,Divorced,Business,Yes
Self-Employed,Masters,425483,377,182008,Married,House,No
Self-Employed,Masters,223346,700,102096,Married,Business,Yes
Self-Employed,Degree,124526,389,120381,Divorced,Business,Yes
Unemployed,Secondary,282477,816,33004,Divorced,Business,Yes
Employed,Degree,432203,344,182385,Divorced,School,Yes
Employed,Diploma,470252,574,62935,Single,House,Yes
Employed,Masters,480912,670,67013,Married,House,Yes
Unemployed,Secondary,237142,778,37251,Divorced,School,Yes
Employed,Degree,392858,594,89502,Divorced,Medical,Yes
Self-Employed,Secondary,175576,837,29877,Divorced,Medical,Yes
Unemployed,Masters,131075,334,166654,Divorced,Car,No
Business Owner,Secondary,75117,410,173943,Single,Medical,No
Business Owner,Degree,121129,586,178089,Married,School,Yes
Self-Employed,Secondary,283884,509,11061,Married,Medical,Yes
Self-Employed,Masters,34105,747,167570,Married,House,No
Employed,Diploma,386519,634,67959,Divorced,Medical,Yes
Unemployed,Secondary,128825,668,90756,Married,Medical,Yes
Employed,Secondary,397862,534,166501,Single,Business,Yes
Unemployed,Secondary,105028,449,178784,Married,Business,No
Self-Employed,Diploma,113709,630,104323,Married,Car,Yes
Business Owner,Degree,322295,548,179983,Divorced,Car,Yes
Business Owner,Secondary,291020,525,170307,Single,House,No
Unemployed,Diploma,477447,787,84587,Married,Car,Yes
Business Owner,Secondary,365099,443,186569,Divorced,Business,No
Unemployed,Degree,133226,337,83450,Divorced,House,Yes
Self-Employed,Diploma,72431,488,35461,Divorced,School,No
Unemployed,Secondary,202984,652,150058,Married,Car,No
Unemployed,Diploma,439446,692,197196,Married,House,No
Self-Employed,Degree,143972,832,152428,Single,Car,Yes
Employed,Masters,174232,645,145275,Divorced,House,Yes
Business Owner,Diploma,334580,566,139756,Divorced,Medical,No
Unemployed,Diploma,137587,499,29364,Single,Car,Yes
Unemployed,Masters,323105,374,64232,Divorced,School,No
Business Owner,Diploma,79469,822,48732,Married,Business,Yes
Self-Employed,Masters,466133,426,56018,Divorced,House,No
Unemployed,Secondary,100989,721,20007,Divorced,Car,Yes
Business Owner,Diploma,352752,712,197086,Married,Medical,No
Employed,Degree,74928,371,158919,Divorced,Medical,Yes
Business Owner,Masters,407160,846,126436,Divorced,Medical,No
Business Owner,Degree,403868,559,20657,Divorced,School,Yes
Unemployed,Secondary,195238,528,122861,Divorced,Business,No
Unemployed,Degree,333676,530,128438,Single,House,Yes
Business Owner,Diploma,380382,447,22461,Married,Business,Yes
Unemployed,Diploma,417607,716,36247,Married,House,Yes
Self-Employed,Degree,97575,393,28475,Married,School,Yes
Self-Employed,Masters,247488,610,61297,Single,Medical,Yes
Self-Employed,Masters,251074,508,129025,Divorced,Car,No
Unemployed,Secondary,476435,367,107881,Married,School,No
Business Owner,Diploma,372097,708,101558,Single,Medical,Yes
Employed,Degree,254792,678,1529,Married,House,Yes
Unemployed,Secondary,430251,301,157569,Married,Business,No
Employed,Diploma,235683,457,97613,Single,House,Yes
Employed,Secondary,134601,807,78794,Single,House,Yes
Self-Employed,Degree,135739,797,190378,Divorced,Business,Yes
Self-Employed,Diploma,357244,383,14405,Married,Business,Yes
Business Owner,Secondary,93661,607,26022,Married,House,Yes
Unemployed,Masters,234188,625,165376,Divorced,Business,No
Employed,Diploma,429548,740,56600,Single,School,Yes
Self-Employed,Diploma,290440,529,164354,Married,Business,No
Self-Employed,Secondary,274369,645,114037,Married,Medical,Yes
Employed,Secondary,296740,401,92826,Married,Medical,Yes
Self-Employed,Diploma,181538,608,165630,Divorced,School,No
Business Owner,Masters,118427,519,48910,Divorced,School,Yes
Self-Employed,Degree,371739,716,149801,Divorced,Car,Yes
Employed,Diploma,493447,710,21841,Married,Car,Yes
Unemployed,Secondary,469628,720,137578,Married,Medical,No
Business Owner,Diploma,182485,786,42229,Married,Business,Yes
Unemployed,Masters,417431,540,161283,Single,House,No
Self-Employed,Diploma,422782,794,135537,Married,House,No
Employed,Secondary,351301,673,19147,Single,House,Yes
Self-Employed,Masters,478578,608,127947,Divorced,Car,No
Employed,Masters,287280,475,36249,Married,House,Yes
Self-Employed,Diploma,379936,677,192264,Single,Car,No
Unemployed,Secondary,56638,621,109324,Married,Business,No
Employed,Diploma,185888,703,102325,Single,Business,Yes
Unemployed,Diploma,368097,628,167280,Single,Medical,No
Business Owner,Masters,112011,845,152793,Divorced,School,No
Unemployed,Diploma,427308,485,190716,Married,House,No
Business Owner,Diploma,52059,401,186582,Divorced,House,No
Business Owner,Degree,250012,592,172631,Single,House,Yes
Unemployed,Diploma,49345,397,36066,Single,School,No
Employed,Masters,237824,665,28288,Single,Medical,Yes
Self-Employed,Masters,283143,323,149794,Divorced,Medical,No
Self-Employed,Secondary,361285,731,103031,Divorced,Car,Yes
Employed,Degree,427753,620,52180,Single,Business,Yes
Business Owner,Degree,45511,341,122770,Married,Medical,No
Self-Employed,Secondary,346931,753,192420,Married,Business,No
Business Owner,Masters,336073,541,32898,Married,School,Yes
Employed,Secondary,90206,537,86432,Single,Business,Yes
Employed,Masters,182321,562,61955,Divorced,Car,Yes
Unemployed,Diploma,467940,470,161868,Married,Business,No
Employed,Diploma,398831,642,165463,Single,Medical,Yes
Employed,Diploma,134269,719,110102,Married,Medical,Yes
Self-Employed,Diploma,475591,537,146962,Single,School,No
Business Owner,Degree,234583,574,182688,Divorced,Medical,Yes
Unemployed,Masters,240660,583,70404,Single,Business,Yes
Employed,Degree,452743,426,93230,Divorced,School,Yes
Business Owner,Secondary,421509,408,162814,Single,House,No
Unemployed,Diploma,432276,684,146944,Divorced,House,No
Employed,Diploma,223259,446,51480,Single,Car,No
Employed,Diploma,40301,525,132157,Divorced,School,Yes
Employed,Secondary,360861,822,25412,Married,Business,Yes
Business Owner,Diploma,434044,696,31106,Single,Business,Yes
Business Owner,Diploma,413692,455,177649,Divorced,Business,No
Unemployed,Degree,445674,409,44328,Married,House,Yes
Self-Employed,Degree,321304,784,96155,Single,Medical,Yes
Business Owner,Degree,143198,646,191176,Single,Business,Yes
Unemployed,Secondary,89074,546,192412,Single,Car,No
Self-Employed,Masters,113235,435,133279,Single,School,No
Unemployed,Diploma,489797,427,41750,Married,School,Yes
Employed,Secondary,107388,740,46052,Divorced,Medical,Yes
Self-Employed,Degree,322879,798,28623,Divorced,School,Yes
Unemployed,Masters,464294,321,29391,Single,Car,No
Business Owner,Degree,276053,644,177236,Single,Car,Yes
Business Owner,Degree,384847,517,112105,Married,Car,Yes
Business Owner,Masters,448541,507,109340,Married,Business,Yes
Business Owner,Degree,136727,681,61743,Married,House,Yes
Self-Employed,Masters,53480,636,33774,Single,Medical,No
Business Owner,Diploma,196295,398,75430,Single,School,No
Employed,Degree,385123,586,56772,Single,School,Yes
Self-Employed,Diploma,236669,434,67139,Divorced,Medical,No
Business Owner,Secondary,105612,573,30410,Single,School,Yes
Employed,Diploma,141645,684,134581,Divorced,Car,Yes
Employed,Secondary,172507,338,96872,Divorced,School,No
Self-Employed,Masters,413354,755,9407,Married,Business,Yes
Employed,Masters,327718,658,74808,Married,Business,Yes
Employed,Diploma,272544,704,96209,Married,Medical,Yes
Unemployed,Degree,297988,572,36743,Single,Car,Yes
